source,target,length,max_speed,is_priority_road,is_one_way,patch_id,tags
N1-8,N2-8,500,50,false,false,P0-2,
N2-8,N1-8,500,50,false,false,P0-2,
N2-8,N3-8,500,50,false,false,P0-2,
N3-8,N2-8,500,50,false,false,P1-2,
N3-8,N4-8,500,50,false,false,P1-2,
N4-8,N3-8,500,50,false,false,P1-2,
N4-8,N5-8,500,50,false,false,P1-2,
N5-8,N4-8,500,50,false,false,P1-2,
N5-8,N6-8,500,50,false,false,P1-2,
N6-8,N5-8,500,50,false,false,P2-2,
N6-8,N7-8,500,50,false,false,P2-2,
N7-8,N6-8,500,50,false,false,P2-2,
N7-8,N8-8,500,50,false,false,P2-2,
N8-8,N7-8,500,50,false,false,P2-2,
N8-8,N9-8,500,50,false,false,P2-2,
N9-8,N8-8,500,50,false,false,P3-2,
N9-8,N10-8,500,50,false,false,P3-2,
N10-8,N9-8,500,50,false,false,P3-2,
N10-8,N11-8,500,50,false,false,P3-2,
N11-8,N10-8,500,50,false,false,P3-2,
N11-8,N12-8,500,50,false,false,P3-2,
N12-8,N11-8,500,50,false,false,P4-2,
N12-8,N13-8,500,50,false,false,P4-2,
N13-8,N12-8,500,50,false,false,P4-2,
N13-8,N14-8,500,50,false,false,P4-2,
N14-8,N13-8,500,50,false,false,P4-2,
N14-8,N15-8,500,50,false,false,P4-2,
N15-8,N14-8,500,50,false,false,P5-2,
N15-8,N16-8,500,50,false,false,P5-2,
N16-8,N15-8,500,50,false,false,P5-2,
N16-8,N17-8,500,50,false,false,P5-2,
N17-8,N16-8,500,50,false,false,P5-2,
N0-0,N0-8,500,50,false,false,P0-0,
N0-8,N0-0,500,50,false,false,P0-2,
N1-0,N1-8,500,50,false,false,P0-0,
N1-8,N1-0,500,50,false,false,P0-2,
N2-0,N2-8,500,50,false,false,P0-0,
N2-8,N2-0,500,50,false,false,P0-2,
N3-0,N3-8,500,50,false,false,P1-0,
N3-8,N3-0,500,50,false,false,P1-2,
N4-0,N4-8,500,50,false,false,P1-0,
N4-8,N4-0,500,50,false,false,P1-2,
N5-0,N5-8,500,50,false,false,P1-0,
N5-8,N5-0,500,50,false,false,P1-2,
N6-0,N6-8,500,50,false,false,P2-0,
N6-8,N6-0,500,50,false,false,P2-2,
N7-0,N7-8,500,50,false,false,P2-0,
N7-8,N7-0,500,50,false,false,P2-2,
N8-0,N8-8,500,50,false,false,P2-0,
N8-8,N8-0,500,50,false,false,P2-2,
N9-0,N9-8,500,50,false,false,P3-0,
N9-8,N9-0,500,50,false,false,P3-2,
N10-0,N10-8,500,50,false,false,P3-0,
N10-8,N10-0,500,50,false,false,P3-2,
N11-0,N11-8,500,50,false,false,P3-0,
N11-8,N11-0,500,50,false,false,P3-2,
N12-0,N12-8,500,50,false,false,P4-0,
N12-8,N12-0,500,50,false,false,P4-2,
N13-0,N13-8,500,50,false,false,P4-0,
N13-8,N13-0,500,50,false,false,P4-2,
N14-0,N14-8,500,50,false,false,P4-0,
N14-8,N14-0,500,50,false,false,P4-2,
N15-0,N15-8,500,50,false,false,P5-0,
N15-8,N15-0,500,50,false,false,P5-2,
N16-0,N16-8,500,50,false,false,P5-0,
N16-8,N16-0,500,50,false,false,P5-2,
N17-0,N17-8,500,50,false,false,P5-0,
N17-8,N17-0,500,50,false,false,P5-2,
